2026-05-16 22:00:01 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Defining geographic areas of the Alpine National Park'
2026-05-16 23:03:09 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5143/5423 (1 members)
2026-05-16 23:03:09 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5143/5423: singleton entity cluster (the galleria specialty mall)
2026-05-16 23:03:09 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5144/5423 (1 members)
2026-05-16 23:03:09 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5144/5423: singleton entity cluster (west mclean)
2026-05-16 23:03:09 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5145/5423 (1 members)
2026-05-16 23:03:09 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5145/5423: singleton entity cluster (mclean census-designated place)
2026-05-16 23:03:09 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5146/5423 (3 members)
2026-05-16 23:03:43 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'West McLean's Specialized ZIP Code Assignments' id=community_l2_63b2f979f4304f20a506dc615bcfd20c
2026-05-16 23:03:43 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 3 for community 'West McLean's Specialized ZIP Code Assignments'
2026-05-16 23:03:43 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'West McLean's Specialized ZIP Code Assignments' (id=community_l2_63b2f979f4304f20a506dc615bcfd20c, 3 members)
2026-05-16 23:03:43 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5147/5423 (2 members)
2026-05-16 23:04:20 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Washington Metro Transit Stations in Fairfax County' id=community_l2_995e342fe29c48988ac9391743321284
2026-05-16 23:04:20 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Washington Metro Transit Stations in Fairfax County'
2026-05-16 23:04:20 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Washington Metro Transit Stations in Fairfax County' (id=community_l2_995e342fe29c48988ac9391743321284, 2 members)
2026-05-16 23:04:20 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5148/5423 (2 members)
2026-05-16 23:04:48 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Preliminary Names for McLean Station' id=community_l2_c80ca10cac3c47978a10c63bb9e6f2dc
2026-05-16 23:04:49 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Preliminary Names for McLean Station'
2026-05-16 23:04:49 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Preliminary Names for McLean Station' (id=community_l2_c80ca10cac3c47978a10c63bb9e6f2dc, 2 members)
2026-05-16 23:04:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5149/5423 (1 members)
2026-05-16 23:04:49 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5149/5423: singleton entity cluster (silver line)
2026-05-16 23:04:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5150/5423 (1 members)
2026-05-16 23:04:49 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5150/5423: singleton entity cluster (mclean postal address)
2026-05-16 23:04:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5151/5423 (1 members)
2026-05-16 23:04:49 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5151/5423: singleton entity cluster (july 26, 2014)
2026-05-16 23:04:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5152/5423 (1 members)
2026-05-16 23:04:49 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5152/5423: singleton entity cluster (northern virginia)
2026-05-16 23:04:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5153/5423 (1 members)
2026-05-16 23:04:49 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5153/5423: singleton entity cluster (hickory hill)
2026-05-16 23:04:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5154/5423 (2 members)
2026-05-16 23:05:18 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'The Marriage and Kinship of Robert F. Kennedy and Ethel Kennedy' id=community_l2_df0ac5e0cf7a40879b93cf77a6753f7b
2026-05-16 23:05:18 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'The Marriage and Kinship of Robert F. Kennedy and Ethel Kennedy'
2026-05-16 23:05:18 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'The Marriage and Kinship of Robert F. Kennedy and Ethel Kennedy' (id=community_l2_df0ac5e0cf7a40879b93cf77a6753f7b, 2 members)
2026-05-16 23:05:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5155/5423 (1 members)
2026-05-16 23:05:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5155/5423: singleton entity cluster (salona)
2026-05-16 23:05:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5156/5423 (2 members)
2026-05-16 23:05:49 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Revolutionary War Association of Light-Horse Harry Lee' id=community_l2_a97fafc5cc394dd4b56ee869707310f2
2026-05-16 23:05:49 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Revolutionary War Association of Light-Horse Harry Lee'
2026-05-16 23:05:49 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Revolutionary War Association of Light-Horse Harry Lee' (id=community_l2_a97fafc5cc394dd4b56ee869707310f2, 2 members)
2026-05-16 23:05:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5157/5423 (1 members)
2026-05-16 23:05:49 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5157/5423: singleton entity cluster (united states census bureau)
2026-05-16 23:05:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5158/5423 (1 members)
2026-05-16 23:05:49 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5158/5423: singleton entity cluster (population (53,673))
2026-05-16 23:05:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5159/5423 (1 members)
2026-05-16 23:05:49 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5159/5423: singleton entity cluster (zip codes 22101 and 22102)
2026-05-16 23:05:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5160/5423 (1 members)
2026-05-16 23:05:49 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5160/5423: singleton entity cluster (spring hill station)
2026-05-16 23:05:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5161/5423 (2 members)
2026-05-16 23:06:13 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Preliminary names for Spring Hill station' id=community_l2_7f0153920231486a92f41bb08f17c80f
2026-05-16 23:06:13 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Preliminary names for Spring Hill station'
2026-05-16 23:06:13 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Preliminary names for Spring Hill station' (id=community_l2_7f0153920231486a92f41bb08f17c80f, 2 members)
2026-05-16 23:06:13 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5162/5423 (1 members)
2026-05-16 23:06:13 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5162/5423: singleton entity cluster (leesburg pike (sr 7))
2026-05-16 23:06:13 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5163/5423 (1 members)
2026-05-16 23:06:13 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5163/5423: singleton entity cluster (spring hill road)
2026-05-16 23:06:13 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5164/5423 (1 members)
2026-05-16 23:06:13 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5164/5423: singleton entity cluster (cardinal health, inc.)
2026-05-16 23:06:13 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5165/5423 (1 members)
2026-05-16 23:06:13 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5165/5423: singleton entity cluster (dublin, ohio)
2026-05-16 23:06:13 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5166/5423 (2 members)
2026-05-16 23:06:49 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Medical and Pharmaceutical Supplies Distributed to Hospitals' id=community_l2_9912f097979d4b09a9636a6827c77bfb
2026-05-16 23:06:49 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Medical and Pharmaceutical Supplies Distributed to Hospitals'
2026-05-16 23:06:49 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Medical and Pharmaceutical Supplies Distributed to Hospitals' (id=community_l2_9912f097979d4b09a9636a6827c77bfb, 2 members)
2026-05-16 23:06:49 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5167/5423 (2 members)
2026-05-16 23:07:17 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Cardinal Health's Medical Protective Products' id=community_l2_bb4143a8d4954d1ab7a6043f24653395
2026-05-16 23:07:18 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'Cardinal Health's Medical Protective Products'
2026-05-16 23:07:18 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Cardinal Health's Medical Protective Products' (id=community_l2_bb4143a8d4954d1ab7a6043f24653395, 2 members)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5168/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5168/5423: singleton entity cluster (fluid management products)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5169/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5169/5423: singleton entity cluster (radiopharmacies)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5170/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5170/5423: singleton entity cluster (hospitals)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5171/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5171/5423: singleton entity cluster (cvs caremark)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5172/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5172/5423: singleton entity cluster (red oak sourcing)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5173/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5173/5423: singleton entity cluster (december 2013)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5174/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5174/5423: singleton entity cluster (july 2014)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5175/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5175/5423: singleton entity cluster (terren scott peizer)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5176/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5176/5423: singleton entity cluster (acuitas group holdings (agh))
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5177/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5177/5423: singleton entity cluster (crede capital group (ccg))
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5178/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5178/5423: singleton entity cluster (catasys, inc.)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5179/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5179/5423: singleton entity cluster (neurmedix, inc.)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5180/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5180/5423: singleton entity cluster (22nd century group, inc.)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5181/5423 (1 members)
2026-05-16 23:07:18 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5181/5423: singleton entity cluster (china national tobacco company)
2026-05-16 23:07:18 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5182/5423 (2 members)
2026-05-16 23:07:52 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'NEJM publication date for low-nicotine cigarette studies' id=community_l2_c47a04360b984a61bd9f205292326b2d
2026-05-16 23:07:53 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 2 for community 'NEJM publication date for low-nicotine cigarette studies'
2026-05-16 23:07:53 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'NEJM publication date for low-nicotine cigarette studies' (id=community_l2_c47a04360b984a61bd9f205292326b2d, 2 members)
2026-05-16 23:07:53 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5183/5423 (1 members)
2026-05-16 23:07:53 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5183/5423: singleton entity cluster (june 2009)
2026-05-16 23:07:53 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5184/5423 (1 members)
2026-05-16 23:07:53 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5184/5423: singleton entity cluster (october 2014)
2026-05-16 23:07:53 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5185/5423 (3 members)
2026-05-16 23:08:24 | IngestionPipeline | DEBUG |   [Community] Kuzu community node created: 'Banking Services Provided Across Individual and Corporate Client Segments' id=community_l2_4f7ff223e2c34c61a1b047cc42487360
2026-05-16 23:08:24 | IngestionPipeline | DEBUG |   [Community] Qdrant NL sentences written: 3 for community 'Banking Services Provided Across Individual and Corporate Client Segments'
2026-05-16 23:08:24 | IngestionPipeline | INFO |   [Community] ✓ Created L2 community 'Banking Services Provided Across Individual and Corporate Client Segments' (id=community_l2_4f7ff223e2c34c61a1b047cc42487360, 3 members)
2026-05-16 23:08:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5186/5423 (1 members)
2026-05-16 23:08:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5186/5423: singleton entity cluster (december 31, 2016)
2026-05-16 23:08:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5187/5423 (1 members)
2026-05-16 23:08:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5187/5423: singleton entity cluster (miami lakes)
2026-05-16 23:08:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5188/5423 (1 members)
2026-05-16 23:08:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5188/5423: singleton entity cluster (new york metropolitan area)
2026-05-16 23:08:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5189/5423 (1 members)
2026-05-16 23:08:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5189/5423: singleton entity cluster (banking centers)
2026-05-16 23:08:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5190/5423 (1 members)
2026-05-16 23:08:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5190/5423: singleton entity cluster (commercial lending and deposit products)
2026-05-16 23:08:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5191/5423 (1 members)
2026-05-16 23:08:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5191/5423: singleton entity cluster (personalized customer service)
2026-05-16 23:08:24 | IngestionPipeline | INFO | [Community] Summarising L2 cluster 5192/5423 (1 members)
2026-05-16 23:08:24 | IngestionPipeline | DEBUG | [Community] Skipping L2 cluster 5192/5423: singleton entity cluster (traditional banking products and services)
